iter	Logloss
642	0.1426321801
643	0.1425165077
644	0.1422110352
645	0.1421239422
646	0.1419673662
647	0.1418145879
648	0.1416141818
649	0.141458395
650	0.1413091033
651	0.1410932451
652	0.1409987858
653	0.1407619812
654	0.1405903121
655	0.1403876318
656	0.140148055
657	0.1398908291
658	0.1397156918
659	0.1395491039
660	0.1393868819
661	0.1393095344
662	0.1391193129
663	0.1389773583
664	0.1387248872
665	0.138562121
666	0.1383701782
667	0.1382587405
668	0.1381148862
669	0.1380185884
670	0.1378636067
671	0.1377773636
672	0.1376393604
673	0.1375128251
674	0.1373807453
675	0.1372079404
676	0.1371030766
677	0.1367940676
678	0.1366551985
679	0.1365691661
680	0.1364442459
681	0.1362828245
682	0.136060174
683	0.135916952
684	0.1357524163
685	0.135541025
686	0.1353520364
687	0.1351986681
688	0.1350214307
689	0.1348344541
690	0.1346806711
691	0.1344715146
692	0.1343549348
693	0.1340831084
694	0.1339731142
695	0.1338877852
696	0.1337824674
697	0.1335152129
698	0.133340082
699	0.1331816595
700	0.1330575821
701	0.1329395521
702	0.1327968215
703	0.1325441976
704	0.1324125798
705	0.1322986413
706	0.1320833811
707	0.1319038216
708	0.13173411
709	0.1315143689
710	0.1313800792
711	0.1312484494
712	0.1311135232
713	0.1310241782
714	0.130809336
715	0.1306551682
716	0.1305317471
717	0.1304214984
718	0.1303069164
719	0.1302452505
720	0.1301779974
721	0.1300502104
722	0.1299240706
723	0.1296904289
724	0.1295843271
725	0.1293650133
726	0.1292123722
727	0.1290181584
728	0.1288562277
729	0.1287059657
730	0.1285315876
731	0.1283794993
732	0.1282225283
733	0.128083683
734	0.127929577
735	0.127739729
736	0.1276276551
737	0.1275204299
738	0.1273607401
739	0.1271854211
740	0.1268929005
741	0.1267769735
742	0.1265249858
743	0.1264108116
744	0.1262181551
745	0.1261137625
746	0.1258707794
747	0.1257804819
748	0.1255499442
749	0.1253762585
750	0.1252226042
751	0.1250686505
752	0.1248966604
753	0.1247519409
754	0.1246648293
755	0.1245330971
756	0.1244381632
757	0.1242197432
758	0.1240502825
759	0.1239134603
760	0.1237525483
761	0.1236332242
762	0.1235311972
763	0.123357005
764	0.1231883323
765	0.1230891995
766	0.1229123994
767	0.1228293169
768	0.1227220878
769	0.1226480292
770	0.1225066013
771	0.1222634954
772	0.1221445605
773	0.1220683968
774	0.121937972
775	0.121851626
776	0.1216820469
777	0.1215500506
778	0.1213779711
779	0.1212440048
780	0.1210295718
781	0.1208108096
782	0.1206277059
783	0.1204528107
784	0.1203299826
785	0.1201958451
786	0.1200425414
787	0.1199316497
788	0.119768801
789	0.1196445687
790	0.1194630779
791	0.1192595168
792	0.1191027397
793	0.1189841952
794	0.1188981311
795	0.1187716141
796	0.1185951929
797	0.1184485559
798	0.1182721979
799	0.1181541781
800	0.1179998811
801	0.1178590546
802	0.1176025625
803	0.1173669352
804	0.117245019
805	0.1170431676
806	0.1169388968
807	0.1167415483
808	0.1165633171
809	0.1164198543
810	0.1162716409
811	0.1161201228
812	0.1159861975
813	0.1159242451
814	0.1157299174
815	0.1156246674
816	0.1155418207
817	0.1154820568
818	0.1153709056
819	0.1152284434
820	0.1150732622
821	0.1148811862
822	0.1147978139
823	0.1146970967
824	0.1146451985
825	0.1145806221
826	0.1144781843
827	0.1143003761
828	0.114139273
829	0.1140754853
830	0.1139705328
831	0.1139033837
832	0.1138060333
833	0.1136844341
834	0.1135071265
835	0.1134105426
836	0.1132970708
837	0.1132130622
838	0.1131120016
839	0.113023926
840	0.1129298686
841	0.1127949624
842	0.1126332544
843	0.1125654065
844	0.1125181607
845	0.112393012
846	0.1121943548
847	0.1119556092
848	0.1118462408
849	0.1117593869
850	0.1116721723
851	0.1115361255
852	0.1114362412
853	0.1113012663
854	0.1110943515
855	0.1109719058
856	0.1109436028
857	0.1107606388
858	0.1107141822
859	0.1105141264
860	0.1103279117
861	0.1102249763
862	0.1100792542
863	0.109950027
864	0.1098597426
865	0.1097840467
866	0.1096537547
867	0.1094913191
868	0.109402189
869	0.1092782474
870	0.109191731
871	0.1091019242
872	0.1090262053
873	0.1088932612
874	0.1087554198
875	0.1086825701
876	0.1085522207
877	0.1085025939
878	0.10840853
879	0.1083333418
880	0.1081889184
881	0.108014371
882	0.1078982372
883	0.1077875064
884	0.1076150469
885	0.1075393068
886	0.1074613209
887	0.1073975058
888	0.1072663956
889	0.1071088981
890	0.1069983273
891	0.1068447459
892	0.1067043012
893	0.1065869768
894	0.1064406314
895	0.1063233972
896	0.1062476161
897	0.1061464058
898	0.1060051253
899	0.1058635033
900	0.105807088
901	0.1056016432
902	0.1055168512
903	0.1054360173
904	0.1053451348
905	0.1052472839
906	0.1051453677
907	0.104984916
908	0.1049015847
909	0.1047503636
910	0.1045720333
911	0.1044908949
912	0.1043443483
913	0.1042108699
914	0.1040757175
915	0.1039919372
916	0.1038726639
917	0.1037639438
918	0.1035913233
919	0.1035122886
920	0.1034597293
921	0.1033404238
922	0.1032170205
923	0.103126103
924	0.103054034
925	0.1029497327
926	0.1027961844
927	0.1026332819
928	0.1025008157
929	0.102401286
930	0.102252355
931	0.1021169052
932	0.1019724689
933	0.1018751425
934	0.1017966158
935	0.1017063633
936	0.1015419894
937	0.1014889822
938	0.1013771121
939	0.101305754
940	0.1011441201
941	0.1010378876
942	0.1009053813
943	0.1008366004
944	0.1007147496
945	0.1004866491
946	0.1003472725
947	0.1001843285
948	0.1000395381
949	0.09991031484
950	0.09979557497
951	0.09973014748
952	0.0996807346
953	0.09963107314
954	0.09952701961
955	0.0994397868
956	0.09933238302
957	0.09922991048
958	0.0990823365
959	0.0989668769
960	0.0988052405
961	0.09872495098
962	0.09863269914
963	0.09846043516
964	0.09838897254
965	0.09831186055
966	0.09824156125
967	0.09817377815
968	0.09809856842
969	0.09802419488
970	0.09795775079
971	0.09783718413
972	0.09773723228
973	0.0976628587
974	0.0975276103
975	0.09744131193
976	0.0973254985
977	0.09719158321
978	0.09703826876
979	0.09694607697
980	0.09686834909
981	0.09681031377
982	0.09668753155
983	0.09659892587
984	0.09650263356
985	0.0964839859
986	0.09638543671
987	0.09620883058
988	0.09608756737
989	0.09602458575
990	0.09594383103
991	0.09589527534
992	0.09565323642
993	0.09551774035
994	0.09542449961
995	0.09537182512
996	0.09524848205
997	0.09512487869
998	0.09503223597
999	0.09487968881
